App Store Review ID,Rating,Title,Review,Date
14037611893,1,Account problem,I invested 3k through this app even starting a SIP and now i cannot even log in no matter what suddenly i hot logged out and logging in was impossible and i cannot also withdraw any of my money,2026-05-07
14037516449,5,Good,Excellent,2026-05-07
14037315288,1,Not compatible for IOS devices,"This application is only for android, they don’t have good developers for IOS and IPAD versions, scalper option is only for android. Loosing trust from large customers of IOS.",2026-05-07
14037267750,5,Good,Good 😊,2026-05-07
14037258776,5,Nice,Best in market,2026-05-07
14037237106,5,👍🏻,It’s  full satisfying from❤️,2026-05-07
14037215361,5,One of the best app for investors,Thumbs up for the team.,2026-05-07
14037158244,5,Good,Super,2026-05-07
14037137245,5,Best app,Best app for stocks Mutual Fund,2026-05-07
14037128213,5,All good,Ok,2026-05-07
14037084151,5,Good option,I like this app Groww,2026-05-07
14037049305,5,Great Experience,Easy To use,2026-05-07
14037023920,5,Crazy good,Excellent,2026-05-07
14036980374,5,Good Order Execution,I’m using the app for more than 6 years and its hassle free,2026-05-07
14036955646,5,👍,👍,2026-05-07
14036933124,5,Best way for Trading,I am using Groww since more then Three years the best app so far.,2026-05-07
14036882015,5,Easy to use,Easy to use,2026-05-07
14036813372,5,Easy for everything,It’s easy to buy stock,2026-05-07
14036795435,5,Ujjwal,Great any thing in one screen,2026-05-07
14036785111,5,Awesome application,"The application is highly impressive and exceptionally current, surpassing even the Zeroda application.",2026-05-07
14036778903,5,Nice groww your life,Thanks groww,2026-05-07
14036753382,4,Good,Good,2026-05-07
14036744250,5,Good app for investing,"Highly recommend to use this app, but 2 feature i admire if they try to introduce for investing people. 1. The day i buy stocks, it should be not added directly in the holding tab, also profit and loss should be shown till 3:30pm.  2. Average pricing similar like kite app required to know the avg. buying pricing. We have to dive inside the stocks to find the avg price.  Rest is good!",2026-05-07
14036692112,5,Top notch,Best app,2026-05-07
14036463399,1,bhncho 500 invest krke kon 1 lakh kma lega,hahahah,2026-05-07
14035784445,5,Easy to use,I’m using almost 1 year,2026-05-06
14035575451,5,Cheri Dugar,The app is easy to navigate and use. It’s very good for beginners like me who are learning how to invest and trade.,2026-05-06
14035413907,5,Good one,Nice app for beginners,2026-05-06
14035156575,5,Decent app,The app is otherwise ok and stable. While redeeming the money from MFs the app always has a default option to credit the amount to groww balance instead of bank account. A user has to manually switch to bank account each time if they dont want it to be credited to wallet. Please keep the default option as bank account and not wallet. In emergencies this manual switch is easily skipped and  then  it takes 1 additional day to transfer money to bank account from wallet which is just inconvenient. Instead the wallet should be optional and default should be bank account for crediting the redeemed balance.,2026-05-06
14035050821,5,Hi,Excellent,2026-05-06
14034838506,1,Always mcx issues app don’t have own system like ZERODHA u lose money if u stuck in partition issue,lways mcx issues app don’t have own system like ZERODHA u lose money if u stuck in partition issue,2026-05-06
14034767979,5,Great app,Superb app,2026-05-06
14034736241,5,Good application,Easy to understand and operate,2026-05-06
14034682804,5,The Best Broker in India,"No other broker is even close to the groww in terms of user interface, smooth ness of app, customer service.",2026-05-06
14034675310,1,Please do not invest your money into this app,"Its been 1 month I am struggling to get my money back, there customer service is pathetic and very disappointing, no one is helping , they just need to send me KYC form no one is able to do that. never invest in this application, instead of this ICICIDirect is much better.",2026-05-06
14034673298,5,Good app,Good app,2026-05-06
14034615062,5,Good,Good point,2026-05-06
14034534123,5,User friendly,Professional approach to guide fresh investors like me,2026-05-06
14034414785,5,Superb app,Easy to use,2026-05-06
14034389568,5,Supereb app for treding,Nice,2026-05-06
14034352472,1,Not able to track multiple portfolio,I have build few portfolios in this app and I was able to see each portfolio profit or loss individually but now suddenly all gone now. I can see only one consolidated portfolio and can not track… this is really frustrating.,2026-05-06
14034319399,5,Best money planner,"I don’t want to write much things but, best and easy access to company data and guidelines",2026-05-06
14034002030,4,Good apps,Good application for this investing,2026-05-06
14033949039,5,Technical analysis,"A new update came today which claimed that technical analysis will be available on the product page itself but even after installing the new update, technical analysis is not showing.",2026-05-06
14033814947,5,Good,Good for beginners,2026-05-06
14033793865,5,Best,Outstanding,2026-05-06
14033781015,5,Ffff,Fff,2026-05-06
14033744998,5,Good app,Good app,2026-05-06
14033655554,5,Great App,Best app for beginner to intermediate level DIY investors. Has all tools for basic and advanced investing.,2026-05-06
14033600523,5,Excellent,Very convenient!,2026-05-06
14033543178,5,Na,Na,2026-05-06
14033539855,5,Amazing service,Amazing service and quick approval totally online no need to go to bank or anything . Totally hassle free,2026-05-06
14033516942,5,Great experience,Gud to use,2026-05-06
14033515261,5,Great App,Smooth process and clear presence,2026-05-06
14033512171,5,Nice app,Charges is more dear on trades,2026-05-06
14033509232,5,Overall,Easy to run,2026-05-06
14033419086,1,Switched to Sahi platform,Switched to Sahi because of charges only using groww to track stock 😅,2026-05-06
14033381065,5,Wow,Wow,2026-05-06
14033378233,5,Good experience,Awesome experience,2026-05-06
14033374173,5,Very good app for investing,I am using this app from last 6 months. It’s very good.,2026-05-06
14033338339,5,Osm,Great app,2026-05-06
14033323267,5,Rahul k,Excellent,2026-05-06
14033308254,5,Good,Good,2026-05-06
14033305899,5,Knowledge,Good to use,2026-05-06
14033294415,4,Groww is growth,A fantastic app for investing and trading,2026-05-06
14033290741,5,Nice treading platform,Groww is a very nice and easy platform for Beginners,2026-05-06
14033201789,5,Brilliant UI,"One and only investment app required. Clean, simple, does the job !",2026-05-06
14033190417,5,Good,Good,2026-05-06
14033178059,5,At Ease Groww,It’s transparent and easy to work here,2026-05-06
14033149535,5,Good app for investment,Mutual funds are good for future,2026-05-06
14033087101,5,Good app,it make 50cr in my life,2026-05-06
14033069421,5,Good,Good,2026-05-06
14033045001,5,Need more improvement in app,Build strategy builder in application which is not available in groww if this available then more customer will start f&No in groww,2026-05-06
14032964478,5,Great app,One of the great app for Trading,2026-05-06
14032810282,5,Fast resolution,Raju,2026-05-06
14032806369,5,Best app,Using groww from the beginning,2026-05-06
14032669301,5,Super,Super,2026-05-06
14031913679,5,Pramod,Excellent,2026-05-05
14031706662,5,All good,All good,2026-05-05
14031373032,5,Add US stock,Using Groww since 7 years,2026-05-05
14031277988,5,Costumer care service very Poor,Where is ur costumer care number,2026-05-05
14031240925,1,Worst tech support and poor error messaging,"Worst app ever. Orders don’t get cancelled, F&O sell orders fail constantly, and the app is painfully slow. Error messages are useless and confusing. Support is a joke—the bot only talks about mutual funds and doesn’t help at all. Extremely frustrating experience.",2026-05-05
14031199066,1,No review,Please do not download this app i have more then 500 its a fraud and they will noy pay u back,2026-05-05
14030848509,5,Mr,Good,2026-05-05
14030692264,5,Nice,Nice,2026-05-05
14030351966,1,Fraud app,This app stucks when you earn profits,2026-05-05
14030273378,5,KP,Wow!!,2026-05-05
14030240303,4,Nice,Slow,2026-05-05
14030233913,5,Charges,Good app but Charges are high.Make it to ₹5 -₹10 rupees per trade in F&O,2026-05-05
14030164120,5,Remove Loan segment,Please remove the loan segment as it looks very weird and kindly consider this as an investment tool. Not a loan app. Though you have a separate dedicated app for loans.,2026-05-05
14030136272,5,Groww,Very good,2026-05-05
14030120283,5,Good,Best,2026-05-05
14030101935,5,Good,Good,2026-05-05
14030094663,5,Great App,It’s very easy to use.,2026-05-05
14030093883,5,Thankyu,Jordar,2026-05-05
